Year,Act Name,,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rta466283.pdf"",""Rifai Thareeq Association (Chapter 466)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ml467223.pdf"",""Muslim Library (Chapter 467)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cor468274.pdf"",""Congress of Religions (Chapter 468)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/acoc469275.pdf"",""Arts Council of Ceylon (Chapter 469)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/nacm470357.pdf"",""National Arts Council, Mahanuwara (Chapter 470)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/slsm471280.pdf"",""Sri Lanka Sahitya Mandalya (Chapter 471)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/iosc472361.pdf"",""Institute of Sinhala Culture (Chapter 472)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/posf473321.pdf"",""Post Office Security Fund (Chapter 473)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/goba475428.pdf"",""Government Officers’ Benefit Association (Chapter 475)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rusbf476427.pdf"",""Railway Uniform Staff Benevolent Fund (Chapter 476)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rbs477261.pdf"",""Railway Benefit Show (Chapter 477)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rgalepa478676.pdf"",""Railway Guards and Locomotive Eniginemen’s Provident Association (Chapter 478)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rdwba479538.pdf"",""Railway Daily-Paid Workers Benevolent Association (Chapter 479)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/patba480397.pdf"",""Post and Telegraph Benefit Association (Chapter 480)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/psa481298.pdf"",""Police Saving Association (Chapter 481)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/gmsba482449.pdf"",""Galle Municipal Saffs Benevolent Association (Chapter 482)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/gsa483454.pdf"",""Government Surveyors’ Association (Chapter 483)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/pa484275.pdf"",""Planters’ Association (Chapter 484)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lpa485442.pdf"",""Low-Country Products Association (Chapter 485)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/esa486325.pdf"",""Estates Staffs’ Association (Chapter 486)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aaoc487368.pdf"",""Automobile Association of Ceylon (Chapter 487)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/dcmf488268.pdf"",""Disabled Ceylon Men’s Fund (Chapter 488)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/stc489223.pdf"",""St. Thomas College (Chapter 489)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cbosj490378.pdf"",""Ceylonese Brothers of St. Joseph (Chapter 490)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/vs491197.pdf"",""Vidyalankara Sabha (Chapter 491)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/mvs492295.pdf"",""Mahamantinda Vidyarakshaka Sabha (Chapter 492)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/nptabf493592.pdf"",""Northern Province Teachers’ Association Benevolent Fund (Chapter 493)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/slla494333.pdf"",""Sri Lanka Library Association (Chapter 494)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/sssc495311.pdf"",""Serendib Sufi Study Circle (Chapter 495)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/slaftaos496482.pdf"",""Sri Lanka Association for the Advancement of Science (Chapter 496)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ksf497285.pdf"",""Kandyan Scholarship Fund (Chapter 497)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/csc498275.pdf"",""Ceylon Scout Council (Chapter 498)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/gga499279.pdf"",""Girl Guides Association (Chapter 499)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cmsf500371.pdf"",""Ceylon Muslim Scholarship Fund (Chapter 500)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/mha501351.pdf"",""Muslim Hospital Association (Chapter 501)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/sngs503326.pdf"",""Sree Narayana Guru Society (Chapter 503)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/slmarf504403.pdf"",""Sri Lanka Malay Association Rupee Fund (Chapter 504)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cmlu505301.pdf"",""Ceylon Moor Ladies’ Union (Chapter 505)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lms506201.pdf"",""Lanka Mahila Samiti (Chapter 506)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/swm507241.pdf"",""Sinhala Welenda Mandalaya (Chapter 507)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lllf508250.pdf"",""Lady Lochore Loan Fund (Chapter 508)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/msss509384.pdf"",""Moratuwa Social Service Society (Chapter 509)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cnaftpot511689.pdf"",""Ceylon National Association for the Prevention of Tuberculosis (Chapter 511)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/caftmr512473.pdf"",""Ceylon Association for the Mentally Retarded (Chapter 512)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/laosl513391.pdf"",""Leporosy Association of Sri Lanka (Chapter 513)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cotgw514268.pdf"",""Comrades of the Great War (Chapter 514)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/slei515417.pdf"",""Sri Lanka Ex-Servicemen’s Institute (Chapter 515)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/gss516319.pdf"",""Gramabhiwurdhi Sadhaka Society (Chapter 516)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ljsss517384.pdf"",""Lanka Jatika Sarvodaya Shramadana Sangamaya (Chapter 517)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/hsws518326.pdf"",""Hendala Susitha Wadana Samithiya (Chapter 518)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lceraet519713.pdf"",""Lions Clubs-Youth Education, Rehabilitation and Employment Trust (Chapter 519)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/po520168.pdf"",""Post Office (Chapter 520)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/t522212.pdf"",""Telecommunications (Chapter 521)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/t522212.pdf"",""Thoroughfares (Chapter 522)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/er523180.pdf"",""Estate Roads (Chapter 523)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/er524304.pdf"",""Estate Roads (Conversion) (Chapter 524)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/t525137.pdf"",""Tolls (Chapter 525)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/mtp529400.pdf"",""Motor Traffic (Special Provisions) (Chapter 529)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/mcot531357.pdf"",""Motor Cars (Tax on Transfers) (Chapter 531)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/raaol533486.pdf"",""Requisitioning and Acquisition of Lorries (Chapter 533)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/v534139.pdf"",""Vehicles (Chapter 534)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/b535116.pdf"",""Boats (Chapter 535)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/l536139.pdf"",""Launches (Chapter 536)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ceb538285.pdf"",""Ceylon Electricity Board (Chapter 538)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/g53988.pdf"",""Gas (Chapter 539)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/gm540162.pdf"",""Gas Meters (Chapter 540)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/nwsadb541409.pdf"",""National Water Supply and Drainage Board (Chapter 541)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cw542275.pdf"",""Colombo Waterworks (Chapter 542)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bw543262.pdf"",""Baticaloa Waterworks (Chapter 543)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/mb548140.pdf"",""Milk Board (Chapter 548)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cg552199.pdf"",""Corneal Grafting (Chapter 552)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/qapod553410.pdf"",""Quarantine and Prevention of Diseases (Chapter 553)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cea554407.pdf"",""Central Environmental Authority (Chapter 554)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cd555251.pdf"",""Contagious Diseases (Chapter 555)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/vd556211.pdf"",""Venereal Diseases (Chapter 556)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/dal557284.pdf"",""Diseases Among Labourers (Chapter 557)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/md559196.pdf"",""Mental Diseases (Chapter 559)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/l560133.pdf"",""Lepers (Chapter 560)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/v561164.pdf"",""Vaccination (Chapter 561)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/n562160.pdf"",""Nuisances (Chapter 562)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cabg563320.pdf"",""Cemeteries and Burial Grounds (Chapter 563)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/wap564206.pdf"",""Wells and Pits (Chapter 564)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/sdal565326.pdf"",""Suburban Dairies and Launderies (Chapter 565)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/mdal566325.pdf"",""Municipal Dairies and Launderies (Chapter 566)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/fafp567290.pdf"",""Fauna and Flora Protection (Chapter 567)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/dm568134.pdf"",""Dried Meat (Chapter 568)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/wps569350.pdf"",""Wildlife Protection Society (Chapter 569)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a570126.pdf"",""Animals (Chapter 570)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/doa571218.pdf"",""Diseases of Animals (Chapter 571)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ek572193.pdf"",""Elephant Kraals (Chapter 572)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cta573256.pdf"",""Cruelty to Animals (Chapter 573)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rod574267.pdf"",""Registration of Dogs (Chapter 574)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/r575112.pdf"",""Rabies (Chapter 575)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/mc576223.pdf"",""Municipal Council (Chapter 576)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/tc578220.pdf"",""Town Councils (Chapter 578)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/vc579213.pdf"",""Village Councils (Chapter 579)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/molgop580534.pdf"",""Minister of Local Government (Delegation of Powers) (Chapter 580)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/toppb581563.pdf"",""Transfer of Powers (Anuradhapura Preservation Board) (Chapter 581)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/roslpb582607.pdf"",""Resumption of State Land (Anuradhapura Preservation Board) (Chapter 582)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/laqop583603.pdf"",""Local Authority Quarters (Recovery of Possession) (Chapter 583)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/pboc584455.pdf"",""Public Bodies (Prevention of Corruption) (Chapter 584)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ds585208.pdf"",""Defence Stations (Chapter 585)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rvdb586375.pdf"",""River Valleys Development Board (Chapter 586)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lab588385.pdf"",""Local Authorities (Standard By-Laws) (Chapter 588)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/laocd1590558.pdf"",""Local Authorities (Imposition of Civic Disabilities) (No.1) (Chapter 590)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/laocd2591558.pdf"",""Local Authorities (Imposition of Civic Disabilities) (No.2) (Chapter 591)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lgs592299.pdf"",""Local Government Service (Chapter 592)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lap593440.pdf"",""Local Authorities (Special Provisions) (Chapter 593)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/laa594455.pdf"",""Local Authorities (Pensioners’ Allowances) (Chapter 594)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lgr595455.pdf"",""Local Government (Administrative Regions) (Chapter 595)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/rav596249.pdf"",""Rating and Valuation (Chapter 596)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/r597117.pdf"",""Rent (Chapter 597)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/potp598498.pdf"",""Protection of Tenants (Special Provisions) (Chapter 598)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/lah601322.pdf"",""Local Authorities Housing (Chapter 601)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/udpp603537.pdf"",""Urban Development Projects (Special Provisions) (Chapter 603)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/sadosp628579.pdf"",""Special Areas (Colombo) Development (Chapter 604)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/loc609218.pdf"",""Licensing of Clubs (Chapter 609)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/sc611261.pdf"",""Street Collections (Chapter 611)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/po612306.pdf"",""Public Officers’ (Security) (Chapter 612)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/gib613340.pdf"",""Government Indemnity Bonds (Chapter 613)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/tlosops614535.pdf"",""Temporary Levy on Salaries of Public Servants (Chapter 614)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cps615342.pdf"",""Compulsory Public Service (Chapter 615)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/pajo616388.pdf"",""Public and Judicial Officers (Retirement) (Chapter 616)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/waopsf619479.pdf"",""Widows’ and Orphans’ Pension Scheme (Armed Forces) (Chapter 619)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/stp620286.pdf"",""School Teachers Pension (Chapter 620)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/pspf621350.pdf"",""Public Service Provident Fund (Chapter 621)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/epfp624511.pdf"",""Employees’ Provident Fund (Special Provision) (Chapter 624)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a625117.pdf"",""Army (Chapter 625)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/n626122.pdf"",""Navy (Chapter 626)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/af627131.pdf"",""Air Force (Chapter 627)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/sadosp628579.pdf"",""Servicemen (Collection and Disposal of Specified Property) (Chapter 628)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/vf629225.pdf"",""Visiting Forces (Chapter 629)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/flobsotr630486.pdf"",""Fermented Liquor on Board Ships of the Republic (Chapter 630)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/framt631378.pdf"",""Firing Ranges and Military Training (Chapter 631)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/e633200.pdf"",""Explosives (Chapter 633)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/p634180.pdf"",""Petroleum (Chapter 634)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/cec635407.pdf"",""Co-operative Employees Commission (Chapter 635)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/slea636403.pdf"",""Sri Lanka Ex-Servicemens’ Association (Chapter 636)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aof80283.pdf"",""Abolition of Fideicommissa (Chapter 80)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ad6326.pdf"",""Administrative Districts (Chapter 6)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aoc76234.pdf"",""Adoption of Children (Chapter 76)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a24151.pdf"",""Affidavits (Chapter 24)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aom79196.pdf"",""Age of Majority (Chapter 79)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ac270261.pdf"",""Agricultural Corps (Chapter 270)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ai271290.pdf"",""Agricultural Insurance (Chapter 271)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/apam198428.pdf"",""Agricultural Produce (Grading and Marketing) (Chapter 198)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/apa199473.pdf"",""Agricultural Produce Agents (Registration) (Chapter 199)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/appacoham203739.pdf"",""Agricultural Products (Guaranteed Prices and Control of Hulling and Milling) (Chapter 203)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/ap197415.pdf"",""Agricultural Products (Regulation) (Chapter 197)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/af627131.pdf"",""Air Force (Chapter 627)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aa229300.pdf"",""Airports Authority (Chapter 229)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/acbsf421434.pdf"",""All Ceylon Buddhist Students’ Federation (Chapter 421)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/acbc398318.pdf"",""All Ceyon Budhhist Congress (Chapter 398)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aymma461473.pdf"",""All-Ceylon Young Men’s Muslim Association (Chapter 461)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/am439211.pdf"",""American Mission (Chapter 439)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a570126.pdf"",""Animals (Chapter 570)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a394197.pdf"",""Antiquities (Chapter 394)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aba413369.pdf"",""Anuradhapura Buddhist Association (Chapter 413)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a104180.pdf"",""Arbitration (Chapter 104)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a625117.pdf"",""Army (Chapter 625)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/acoc469275.pdf"",""Arts Council of Ceylon (Chapter 469)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/adba314439.pdf"",""Asian Development Bank Agreement (Ratification) (Chapter 314)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aogoc445287.pdf"",""Assemblies of God of Ceylon (Chapter 445)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aomf3423.pdf"",""Assignment of Ministers’ Functions (Chapter 3)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aea223315.pdf"",""Atomic Energy Authority (Chapter 223)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aab125280.pdf"",""Auctioneers and Brokers (Chapter 125)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/af324249.pdf"",""Auditor-General’s Fees (Chapter 324)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/aaoc487368.pdf"",""Automobile Association of Ceylon (Chapter 487)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/a104180.pdf"",""Ayurveda (Chapter 116)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bba463230.pdf"",""Baadhi Beeya Association (Chapter 463)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bttbb451239.pdf"",""Back to the Bible Broadcast (Chapter 451)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bsps458285.pdf"",""Badulla Saiva Paripalana Sangam (Chapter 458)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/boc302175.pdf"",""Bank of Ceylon (Chapter 302)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bw543262.pdf"",""Baticaloa Waterworks (Chapter 543)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/boh55267.pdf"",""Betting on Horse-Racing (Chapter 55)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/boe92191.pdf"",""Bills of Exchange (Chapter 92)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bad129183.pdf"",""Births and Death (Chapter 129)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/b236127.pdf"",""Boatmen (Chapter 236)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/b535116.pdf"",""Boats (Chapter 535)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bg275182.pdf"",""Botanic Gardens (Chapter 275)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bwa327301.pdf"",""Bretton Woods Agreement (Chapter 327)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/b36132.pdf"",""Bribary (Chapter 36)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bmo101303.pdf"",""British Maintenance Orders (Chapter 101)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/b43155.pdf"",""Brothels (Chapter 43)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bsd386276.pdf"",""Buddha Sravaka Dharmapithaya (Chapter 386)"")",,,
1980,"=HYPERLINK(""https://lankalaw.net/wp-content/uploads/2024/03/bps420343.pdf"",""Buddhist Publication Society (Chapter 420)"")",,,
